transaction_id,user_id,amount,transaction_date
1712,2890,352.94,2025-03-08
1713,2610,53.1,2025-03-17
1714,2165,299.38,2025-03-10
1715,841,478.32,2025-01-29
1716,1596,57.03,2025-02-25
1717,625,405.58,2025-02-26
1718,2046,718.57,2025-03-09
1719,275,474.05,2025-02-16
1720,1478,428.08,2025-02-03
1721,1204,101.55,2025-02-16
1722,311,1489.12,2025-02-10
1723,793,51.23,2025-03-27
1724,2945,70.81,2025-02-28
1725,172,19.96,2025-01-18
1726,2478,153.96,2025-01-17
1727,1193,89.24,2025-01-24
1728,2809,23.81,2025-02-16
1729,343,13.1,2025-03-24
1730,2034,277.96,2025-01-01
1731,1582,294.85,2025-03-04
1732,2148,151.19,2025-02-16
1733,754,584.05,2025-03-26
1734,499,132.25,2025-02-08
1735,456,108.13,2025-03-13
1736,490,293.55,2025-02-15
1737,2370,92.99,2025-01-28
1738,2602,207.89,2025-03-02
1739,1782,135.23,2025-03-19
1740,1599,160.83,2025-02-18
1741,19,20.07,2025-03-09
1742,1767,351.05,2025-03-02
1743,754,103.51,2025-02-10
1744,1306,119.03,2025-01-15
1745,1451,219.4,2025-03-13
1746,105,149.86,2025-01-01
1747,2505,87.59,2025-01-03
1748,1491,15.38,2025-02-07
1749,2113,485.22,2025-02-20
1750,2412,38.87,2025-01-23
1751,109,64.23,2025-03-18
1752,1705,166.91,2025-03-21
1753,1191,200.7,2025-01-15
1754,638,898.71,2025-03-06
1755,1327,116.79,2025-02-16
1756,1416,159.5,2025-03-16
1757,231,127.74,2025-03-23
1758,912,298.2,2025-03-22
1759,1372,537.58,2025-03-15
1760,546,31.06,2025-02-08
1761,1507,19.49,2025-01-08
1762,2551,38.48,2025-01-27
1763,2435,235.35,2025-02-28
1764,1660,45.88,2025-02-13
1765,1069,56.95,2025-01-08
1766,640,516.84,2025-02-18
1767,688,136.73,2025-02-07
1768,1,15.39,2025-01-11
1769,2446,386.54,2025-01-22
1770,1905,24.66,2025-03-15
1771,805,298.64,2025-03-30
1772,729,280.2,2025-01-14
1773,1486,450.81,2025-03-12
1774,1497,245.63,2025-02-28
1775,981,149.99,2025-03-11
1776,233,109.28,2025-03-11
1777,1429,337.1,2025-03-02
1778,504,40.46,2025-01-27
1779,1770,307.78,2025-01-07
1780,1052,265.34,2025-03-10
1781,101,351.06,2025-01-19
1782,2954,304.45,2025-01-25
1783,511,214.94,2025-01-28
1784,908,304.28,2025-02-09
1785,2758,156.22,2025-02-23
1786,1518,61.97,2025-01-29
1787,2643,244.08,2025-01-16
1788,941,340.56,2025-03-18
1789,1250,57.87,2025-03-11
1790,358,591.45,2025-01-16
1791,91,132.56,2025-02-03
1792,2148,139.75,2025-02-12
1793,2623,38.72,2025-02-09
1794,1100,397.31,2025-01-18
1795,2356,59.11,2025-03-19
1796,2917,207.63,2025-01-27
1797,397,148.76,2025-03-04
1798,2035,316.81,2025-02-15
1799,2482,143.71,2025-02-12
1800,2612,84.3,2025-02-16
1801,2729,97.26,2025-03-06
1802,2353,39.92,2025-01-02
1803,2793,115.13,2025-01-12
1804,1131,129.77,2025-02-18
1805,1531,234.63,2025-03-31
1806,1684,269.06,2025-03-14
1807,1801,160.09,2025-02-06
1808,2538,296.63,2025-01-26
1809,2617,45.68,2025-03-14
1810,1413,132.32,2025-01-16
1811,725,86.92,2025-03-28
1812,404,43.34,2025-02-28
1813,922,140.43,2025-01-08
1814,356,79.69,2025-03-20
1815,2337,271.74,2025-02-17
1816,2848,139.81,2025-02-20
1817,1490,229.49,2025-01-15
1818,447,153.68,2025-02-19
1819,1105,143.4,2025-02-05
1820,2731,176.97,2025-02-19
1821,627,187.02,2025-01-15
1822,937,975.91,2025-02-09
1823,568,115.58,2025-01-31
1824,1548,421.13,2025-02-21
1825,1327,127.48,2025-03-11
1826,2685,102.77,2025-01-03
1827,802,110.36,2025-03-12
1828,355,50.76,2025-02-26
1829,1768,15.44,2025-01-28
1830,835,603.3,2025-02-03
1831,1046,36.3,2025-02-03
1832,42,175.54,2025-03-30
1833,637,73.77,2025-03-19
1834,1020,128.41,2025-02-03
1835,2842,153.71,2025-03-03
1836,2286,45.43,2025-02-01
1837,949,178.53,2025-03-14
1838,1567,251.87,2025-03-14
1839,1949,566.32,2025-03-23
1840,727,211.78,2025-02-24
1841,605,55.38,2025-02-04
1842,2085,14.45,2025-01-27
1843,1678,91.1,2025-01-14
1844,1203,229.14,2025-02-04
1845,1413,146.82,2025-02-10
1846,1901,18.43,2025-03-24
1847,1468,58.3,2025-02-26
1848,2124,561.26,2025-01-06
1849,746,107.32,2025-02-03
1850,2795,54.87,2025-03-13
1851,2128,277.54,2025-02-26
1852,911,137.52,2025-01-04
1853,1526,11.27,2025-03-23
1854,2367,73.99,2025-03-28
1855,2651,501.84,2025-02-04
1856,2735,317.24,2025-02-11
1857,591,21.35,2025-03-04
1858,2008,542.97,2025-03-25
1859,2915,148.12,2025-03-29
1860,2982,128.13,2025-02-15
1861,2996,76.1,2025-01-23
1862,827,47.46,2025-03-31
1863,2839,38.77,2025-02-05
1864,2191,129.26,2025-02-22
1865,1445,160.46,2025-03-09
1866,616,355.74,2025-03-20
1867,2146,184.22,2025-02-06
1868,570,69.55,2025-02-12
1869,638,63.41,2025-02-04
1870,1279,543.52,2025-01-02
1871,259,104.1,2025-02-28
1872,1202,633.24,2025-03-04
1873,2464,46.03,2025-03-14
1874,649,183.92,2025-01-22
1875,241,447.37,2025-03-26
1876,1773,145.57,2025-03-29
1877,1,194.51,2025-02-28
1878,239,92.03,2025-03-12
1879,311,51.88,2025-01-12
1880,2213,55.0,2025-01-11
1881,248,144.49,2025-03-28
1882,2508,322.7,2025-03-20
1883,364,240.42,2025-01-02
1884,2955,415.87,2025-01-15
1885,1551,192.47,2025-03-27
1886,2320,119.62,2025-02-09
1887,2392,183.8,2025-02-13
1888,2848,108.97,2025-01-21
1889,816,30.67,2025-03-17
1890,957,192.44,2025-02-01
1891,2226,92.65,2025-03-14
1892,1551,448.76,2025-02-15
1893,761,381.19,2025-03-26
1894,802,57.17,2025-01-23
1895,1600,523.04,2025-01-26
1896,2766,330.78,2025-03-12
1897,1015,51.21,2025-01-28
1898,1684,23.91,2025-01-21
1899,1302,91.32,2025-03-07
1900,447,135.52,2025-02-05
1901,254,132.94,2025-03-06
1902,1515,167.96,2025-02-10
1903,580,54.67,2025-03-15
1904,2504,149.26,2025-03-21
1905,511,163.12,2025-02-04
1906,908,289.01,2025-01-23
1907,1430,454.67,2025-03-26
1908,2490,18.88,2025-02-02
1909,2412,647.37,2025-01-06
1910,2476,734.5,2025-03-31
1911,1066,93.56,2025-02-27
1912,678,464.8,2025-02-16
1913,1475,347.31,2025-03-11
1914,1758,278.24,2025-02-21
1915,291,21.58,2025-02-16
1916,116,377.88,2025-03-15
1917,1452,443.5,2025-03-20
1918,1191,82.84,2025-03-07
1919,2505,193.24,2025-03-20
1920,1677,413.62,2025-03-26
1921,2146,232.65,2025-02-17
1922,1333,236.46,2025-01-05
1923,2551,72.74,2025-01-09
1924,271,32.6,2025-01-22
1925,585,47.68,2025-01-01
1926,1376,70.51,2025-02-20
1927,983,10.48,2025-01-21
1928,2945,904.62,2025-01-14
1929,276,61.02,2025-02-16
1930,2024,526.61,2025-01-14
1931,284,15.39,2025-03-09
1932,2578,59.39,2025-01-12
1933,1031,106.22,2025-01-03
1934,1725,89.9,2025-01-22
1935,2214,108.14,2025-01-13
1936,1002,29.07,2025-02-24
1937,2274,190.2,2025-01-15
1938,1758,350.58,2025-02-03
1939,719,136.78,2025-01-25
1940,2669,1078.77,2025-02-11
1941,2508,244.34,2025-01-01
1942,1493,32.27,2025-02-16
1943,162,144.64,2025-03-03
1944,358,204.68,2025-01-06
1945,945,131.86,2025-03-12
1946,2378,25.06,2025-03-08
1947,1066,238.24,2025-03-27
1948,1070,61.26,2025-02-16
1949,591,421.55,2025-03-29
1950,1458,16.75,2025-01-30
1951,1098,305.92,2025-01-30
1952,1,389.7,2025-03-04
1953,1429,75.05,2025-02-28
1954,1405,90.03,2025-01-19
1955,2551,116.05,2025-03-28
1956,1614,140.08,2025-03-24
1957,2326,660.38,2025-01-26
1958,2512,80.8,2025-02-28
1959,1392,124.29,2025-03-27
1960,1997,370.57,2025-03-21
1961,204,40.8,2025-01-23
1962,168,215.43,2025-03-15
1963,172,11.4,2025-01-11
1964,900,150.6,2025-03-24
1965,512,211.86,2025-01-12
1966,2284,243.68,2025-02-13
1967,447,42.34,2025-03-16
1968,957,210.86,2025-03-12
1969,2054,300.32,2025-03-01
1970,2733,422.11,2025-03-06
1971,2729,342.8,2025-01-23
1972,2085,62.21,2025-02-15
1973,250,18.71,2025-01-10
1974,1866,124.04,2025-02-05
1975,447,183.15,2025-03-07
1976,2043,94.8,2025-01-18
1977,1275,250.41,2025-01-05
1978,447,445.62,2025-03-01
1979,2353,294.1,2025-01-30
1980,405,84.46,2025-01-07
1981,2979,17.84,2025-03-05
1982,1000,144.08,2025-03-05
1983,591,247.32,2025-02-15
1984,1231,33.36,2025-02-04
1985,1573,146.57,2025-03-16
1986,523,16.37,2025-02-14
1987,1029,221.07,2025-03-25
1988,2563,185.97,2025-01-27
1989,597,457.33,2025-03-17
1990,1289,415.71,2025-02-23
1991,2317,37.08,2025-02-10
1992,780,251.03,2025-02-08
1993,194,161.86,2025-03-23
1994,597,93.08,2025-03-26
1995,2848,155.97,2025-02-03
1996,2851,116.55,2025-01-11
1997,68,185.22,2025-02-13
1998,1044,471.66,2025-02-14
1999,2460,204.96,2025-03-20
2000,1451,258.24,2025-01-09
2001,2284,472.65,2025-01-12
2002,2335,72.07,2025-02-23
2003,858,1004.3,2025-01-11
2004,2246,44.19,2025-01-25
2005,2392,621.13,2025-01-12
2006,76,953.65,2025-01-12
2007,1662,334.08,2025-01-29
2008,1678,15.04,2025-03-02
2009,182,23.87,2025-02-13
2010,2019,491.14,2025-02-16
2011,1277,269.71,2025-02-11
2012,666,711.54,2025-02-13
2013,554,106.93,2025-02-24
2014,2952,26.9,2025-01-15
2015,2495,328.79,2025-03-21
2016,2660,214.68,2025-03-27
2017,110,244.3,2025-03-16
2018,9,33.8,2025-03-17
2019,364,11.3,2025-02-21
2020,1660,122.84,2025-01-05
2021,176,101.16,2025-01-21
2022,625,14.92,2025-01-01
2023,312,167.95,2025-03-18
2024,2516,154.81,2025-01-02
2025,2356,66.25,2025-03-10
2026,1289,99.68,2025-03-28
2027,2889,652.68,2025-03-02
2028,2410,47.56,2025-01-25
2029,231,67.32,2025-02-11
2030,1041,157.35,2025-03-09
2031,1672,16.08,2025-03-15
2032,1179,223.91,2025-01-28
2033,2596,120.31,2025-02-27
2034,2625,30.66,2025-03-26
2035,536,1048.19,2025-01-30
2036,851,362.24,2025-03-12
2037,1661,26.45,2025-03-13
2038,1355,274.82,2025-03-14
2039,1904,33.09,2025-02-02
2040,563,36.81,2025-01-06
2041,1385,185.4,2025-02-04
2042,2761,300.45,2025-03-10
2043,2795,13.49,2025-02-25
2044,1515,35.41,2025-02-03
2045,2522,408.68,2025-02-08
2046,2168,96.39,2025-02-21
2047,2145,32.03,2025-02-01
2048,414,90.06,2025-02-14
2049,1433,122.71,2025-03-29
2050,1098,525.88,2025-03-02
2051,2246,222.66,2025-03-06
2052,1198,35.21,2025-01-13
2053,1107,36.99,2025-03-19
2054,1865,268.69,2025-02-17
2055,1582,324.8,2025-01-25
2056,2730,541.24,2025-03-04
2057,385,277.78,2025-01-09
2058,1990,262.3,2025-02-07
2059,1775,16.44,2025-02-10
2060,952,64.58,2025-02-17
2061,49,221.4,2025-02-09
2062,719,172.94,2025-02-10
2063,2274,51.82,2025-01-07
2064,912,12.96,2025-01-16
2065,2330,74.11,2025-03-16
2066,829,63.34,2025-01-27
2067,1891,251.1,2025-02-09
2068,2754,250.77,2025-03-21
2069,2995,171.17,2025-01-30
2070,2864,133.99,2025-01-25
2071,2432,305.02,2025-03-03
2072,782,68.98,2025-01-15
2073,908,196.61,2025-03-03
2074,2024,306.65,2025-01-28
2075,2612,150.37,2025-03-17
2076,2114,245.86,2025-03-26
2077,823,193.89,2025-02-24
2078,2056,136.28,2025-02-14
2079,1165,15.03,2025-02-15
2080,1943,121.75,2025-03-28
2081,66,266.24,2025-01-07
2082,322,79.73,2025-02-07
2083,1756,192.4,2025-03-16
2084,718,606.73,2025-03-29
2085,1503,36.78,2025-01-25
2086,2152,181.18,2025-03-26
2087,1256,75.86,2025-03-27
2088,2948,119.07,2025-02-02
2089,2521,192.15,2025-03-25
2090,2654,65.65,2025-01-17
2091,838,264.69,2025-03-07
2092,960,14.22,2025-03-28
2093,2080,435.89,2025-01-20
2094,960,814.76,2025-01-28
2095,2906,34.7,2025-03-15
2096,2707,20.5,2025-01-05
2097,1231,234.51,2025-03-01
2098,1359,94.48,2025-01-13
2099,2828,431.79,2025-02-01
2100,368,93.56,2025-02-25
2101,947,764.36,2025-02-04
2102,2652,74.63,2025-02-02
2103,2591,26.56,2025-01-31
2104,1427,23.97,2025-03-17
2105,144,525.97,2025-02-03
2106,458,366.57,2025-03-18
2107,2256,243.74,2025-03-14
2108,413,224.07,2025-03-23
2109,1817,228.12,2025-03-17
2110,1292,52.01,2025-03-06
2111,2505,53.1,2025-02-19
2112,2548,461.34,2025-01-24
2113,784,261.18,2025-01-10
2114,2091,523.37,2025-02-21
2115,2078,838.16,2025-03-18
2116,774,182.13,2025-01-11
2117,2210,192.74,2025-03-15
2118,1208,109.11,2025-02-03
2119,2735,28.86,2025-02-18
2120,223,319.36,2025-01-15
2121,1924,143.37,2025-03-14
2122,2462,346.97,2025-02-05
2123,1413,182.04,2025-01-31
2124,2724,14.3,2025-03-06
2125,1191,133.66,2025-01-05
2126,1102,439.36,2025-02-27
2127,2955,12.76,2025-03-13
2128,1949,233.46,2025-03-21
2129,1842,432.34,2025-02-09
2130,28,77.3,2025-02-12
2131,932,126.51,2025-02-02
2132,1279,73.21,2025-02-17
2133,1441,244.26,2025-02-20
2134,2959,298.44,2025-02-02
2135,2457,365.11,2025-01-07
2136,1533,304.52,2025-01-29
2137,1967,321.46,2025-02-06
2138,1995,392.4,2025-01-07
2139,1548,446.73,2025-03-04
2140,701,118.99,2025-02-09
2141,1467,567.8,2025-01-15
2142,970,90.92,2025-02-10
2143,1179,94.18,2025-03-09
2144,2179,198.13,2025-03-30
2145,1635,351.01,2025-03-29
2146,29,589.15,2025-02-16
2147,2054,175.48,2025-03-13
2148,2643,352.86,2025-01-30
2149,2290,175.0,2025-03-05
2150,2372,42.24,2025-01-22
2151,653,81.67,2025-03-18
2152,36,63.92,2025-02-01
2153,1314,127.24,2025-03-10
2154,1217,53.06,2025-01-25
2155,309,283.77,2025-03-21
2156,1135,508.43,2025-02-18
2157,1487,171.57,2025-03-01
2158,2647,13.2,2025-03-25
2159,902,48.18,2025-01-17
2160,1997,237.33,2025-01-20
2161,2212,304.67,2025-01-07
2162,2513,145.07,2025-02-13
2163,2969,29.05,2025-01-21
2164,1964,228.41,2025-02-06
2165,2955,40.69,2025-03-21
2166,2830,272.89,2025-03-25
2167,690,133.5,2025-01-21
2168,2131,163.8,2025-03-30
2169,1594,272.66,2025-02-18
2170,526,29.96,2025-03-26
2171,1102,36.46,2025-02-26
2172,2382,454.28,2025-03-19
2173,736,313.04,2025-02-04
2174,2012,147.07,2025-03-04
2175,1236,854.35,2025-03-12
2176,1228,26.72,2025-03-30
2177,2286,105.03,2025-03-10
2178,2729,17.69,2025-03-16
2179,1714,65.0,2025-01-08
2180,363,620.85,2025-02-10
2181,923,115.65,2025-03-14
2182,2912,168.69,2025-01-08
2183,461,301.57,2025-02-27
2184,681,42.65,2025-03-18
2185,2685,218.08,2025-02-04
2186,2572,181.5,2025-02-13
2187,1340,26.99,2025-03-30
2188,2049,34.83,2025-02-16
2189,2814,47.67,2025-03-05
2190,966,60.42,2025-03-30
2191,597,10.66,2025-02-27
2192,2713,468.71,2025-03-17
2193,1342,454.32,2025-02-18
2194,1873,277.07,2025-02-09
2195,462,27.5,2025-02-26
2196,2647,227.01,2025-01-11
2197,299,92.85,2025-02-06
2198,37,343.73,2025-02-07
2199,2023,112.69,2025-03-30
2200,314,47.72,2025-01-18
2201,355,213.21,2025-03-16
2202,1354,204.41,2025-01-23
2203,2128,97.45,2025-03-07
2204,2698,295.56,2025-03-15
2205,1468,80.23,2025-03-09
2206,775,269.14,2025-01-21
2207,2196,102.27,2025-01-02
2208,1475,301.51,2025-02-15
2209,598,247.46,2025-01-01
2210,2606,338.5,2025-01-01
2211,2071,226.44,2025-01-09
2212,2484,91.03,2025-01-16
2213,2114,632.38,2025-03-22
2214,2224,316.63,2025-03-29
2215,1100,221.57,2025-02-27
2216,355,413.38,2025-01-27
2217,415,96.49,2025-03-11
2218,1099,49.88,2025-01-07
2219,2444,689.48,2025-01-21
2220,2828,50.4,2025-01-26
2221,1087,101.19,2025-01-11
2222,2361,350.39,2025-02-03
2223,2371,328.04,2025-02-01
2224,1913,794.58,2025-02-06
2225,1335,15.91,2025-03-04
2226,176,124.01,2025-03-14
2227,2353,269.61,2025-01-25
2228,375,230.92,2025-02-05
2229,2664,29.03,2025-02-19
2230,354,15.07,2025-01-16
2231,2702,273.33,2025-01-28
2232,1782,17.4,2025-01-20
2233,1518,237.54,2025-01-18
2234,282,61.57,2025-03-07
2235,2610,24.62,2025-01-29
2236,639,481.43,2025-01-05
2237,1653,75.95,2025-01-26
2238,61,360.13,2025-01-14
2239,1206,52.77,2025-02-02
2240,1082,379.98,2025-03-17
2241,1487,607.44,2025-01-07
2242,1489,103.61,2025-02-19
2243,1881,124.55,2025-02-09
2244,1689,355.73,2025-02-13
2245,809,404.05,2025-01-30
2246,784,304.9,2025-03-21
2247,499,43.13,2025-02-05
2248,1472,86.04,2025-02-08
2249,1221,10.4,2025-03-19
2250,2322,145.75,2025-03-19
2251,74,687.93,2025-01-27
2252,595,428.17,2025-02-01
2253,1511,84.16,2025-02-22
2254,1500,13.29,2025-02-03
2255,949,12.37,2025-03-16
2256,2617,528.88,2025-02-18
2257,1159,162.39,2025-03-23
2258,263,403.21,2025-02-07
2259,2392,288.58,2025-02-08
2260,801,153.39,2025-03-24
2261,1876,147.15,2025-01-23
2262,28,164.78,2025-03-06
2263,490,262.65,2025-02-12
2264,2520,206.4,2025-02-10
2265,2334,279.16,2025-01-24
2266,788,223.94,2025-01-01
2267,2550,90.83,2025-03-21
2268,1707,165.14,2025-03-18
2269,1989,253.4,2025-01-15
2270,1248,366.54,2025-03-18
2271,2008,490.8,2025-01-15
2272,2462,115.21,2025-01-02
2273,1748,85.36,2025-03-22
2274,2147,642.93,2025-03-05
2275,2039,483.96,2025-03-26
2276,733,828.25,2025-03-24
2277,1963,78.25,2025-03-21
2278,2226,361.34,2025-03-09
2279,719,192.56,2025-02-24
2280,2711,120.11,2025-03-08
2281,2279,53.19,2025-02-25
2282,2543,34.24,2025-03-05
2283,718,48.33,2025-02-12
2284,2711,120.24,2025-03-30
2285,343,34.1,2025-02-06
2286,2529,259.94,2025-01-15
2287,2070,26.22,2025-01-05
2288,2386,16.61,2025-01-21
2289,1696,91.27,2025-01-17
2290,68,429.85,2025-01-21
2291,1525,33.59,2025-03-13
2292,1864,1073.06,2025-01-23
2293,2735,31.67,2025-03-29
2294,2467,101.42,2025-02-19
2295,882,365.37,2025-02-26
2296,299,21.58,2025-03-31
2297,2856,100.04,2025-01-08
2298,1821,471.0,2025-01-21
2299,1931,298.76,2025-03-21
2300,299,127.42,2025-02-25
2301,1327,201.19,2025-01-17
2302,1883,10.19,2025-01-26
2303,16,280.29,2025-03-10
2304,377,437.12,2025-03-22
2305,2936,26.09,2025-02-02
2306,2216,95.48,2025-01-27
2307,1661,609.06,2025-03-12
2308,43,274.68,2025-01-22
2309,1677,90.62,2025-01-07
2310,2767,360.17,2025-03-14
2311,2510,59.28,2025-03-18
2312,1589,366.27,2025-03-25
2313,1205,706.84,2025-03-31
2314,1845,102.44,2025-01-19
2315,2814,527.37,2025-01-01
2316,1044,47.45,2025-01-02
2317,1428,19.29,2025-01-25
2318,2857,102.52,2025-02-10
2319,1979,96.13,2025-02-25
2320,2607,25.75,2025-01-27
2321,2872,174.65,2025-03-28
2322,2008,113.13,2025-03-30
2323,1010,464.52,2025-03-22
2324,2955,132.39,2025-03-09
2325,508,18.04,2025-01-20
2326,2411,73.34,2025-03-01
2327,1471,161.95,2025-02-01
2328,1008,100.94,2025-02-20
2329,477,121.27,2025-01-25
2330,1155,91.45,2025-03-21
2331,350,168.49,2025-01-18
2332,473,299.98,2025-03-06
2333,1259,148.24,2025-02-04
2334,2583,103.51,2025-02-03
2335,1385,96.15,2025-01-09
2336,1877,210.62,2025-03-04
2337,1026,301.92,2025-02-13
2338,2819,240.77,2025-03-20
2339,200,75.38,2025-02-02
2340,1262,247.57,2025-02-26
2341,2540,275.65,2025-03-16
2342,24,212.1,2025-03-09
2343,1127,49.96,2025-01-20
2344,1943,69.28,2025-03-18
2345,86,79.37,2025-03-19
2346,1064,68.42,2025-01-30
2347,2551,31.73,2025-02-22
2348,2505,252.92,2025-01-24
2349,182,193.95,2025-01-29
2350,2749,166.05,2025-01-27
2351,1371,86.64,2025-02-28
2352,2222,35.57,2025-01-24
2353,1877,75.78,2025-01-25
2354,2024,12.78,2025-01-01
2355,1097,115.86,2025-01-13
2356,2313,332.81,2025-02-22
2357,2194,507.61,2025-03-15
2358,1387,404.47,2025-02-07
2359,58,179.78,2025-01-16
2360,1917,36.22,2025-01-12
2361,2136,70.43,2025-02-06
2362,2807,287.02,2025-01-02
2363,1008,149.67,2025-02-10
2364,1865,423.15,2025-02-09
2365,2851,106.03,2025-01-08
2366,1310,271.45,2025-01-10
2367,461,13.48,2025-03-23
2368,404,56.13,2025-01-15
2369,25,30.86,2025-03-12
2370,2264,713.55,2025-03-25
2371,1862,112.69,2025-02-15
2372,1446,94.52,2025-01-03
2373,1517,60.36,2025-01-10
2374,457,282.22,2025-02-01
2375,1882,781.9,2025-01-10
2376,350,293.88,2025-02-18
2377,2955,291.72,2025-01-05
2378,2050,94.03,2025-01-21
2379,2931,223.73,2025-01-24
2380,252,20.12,2025-01-17
2381,2350,761.3,2025-03-09
2382,2947,297.27,2025-02-23
2383,1769,67.37,2025-02-21
2384,2913,16.53,2025-01-09
2385,838,175.72,2025-01-12
2386,2540,82.43,2025-03-27
2387,217,140.06,2025-02-24
2388,261,596.68,2025-03-23
2389,1277,227.89,2025-03-29
2390,1031,440.22,2025-01-04
2391,1744,437.27,2025-01-25
2392,942,116.55,2025-02-01
2393,1549,314.67,2025-01-27
2394,1188,35.63,2025-02-02
2395,1155,557.29,2025-01-02
2396,1870,22.18,2025-03-26
2397,1908,261.55,2025-01-27
2398,425,164.46,2025-02-23
2399,162,21.12,2025-02-20
2400,1768,291.01,2025-03-17
2401,1341,46.04,2025-02-04
2402,1741,208.32,2025-01-11
2403,2749,355.41,2025-01-01
2404,1796,106.15,2025-01-30
2405,858,62.28,2025-03-14
2406,597,293.28,2025-03-23
2407,109,76.99,2025-03-15
2408,1868,15.11,2025-02-18
2409,552,56.47,2025-02-06
2410,2345,213.22,2025-03-06
2411,2290,64.54,2025-01-29
2412,961,123.38,2025-02-11
2413,2619,43.75,2025-03-13
2414,2371,128.1,2025-03-14
2415,580,170.17,2025-03-15
2416,891,70.39,2025-01-24
2417,2882,235.97,2025-01-28
2418,1516,182.44,2025-02-12
2419,724,131.73,2025-02-09
2420,639,62.53,2025-01-06
2421,721,79.94,2025-01-21
2422,2670,103.62,2025-03-08
2423,1349,171.22,2025-03-04
2424,2664,710.25,2025-02-16
2425,2152,203.94,2025-03-17
2426,2260,46.21,2025-01-04
2427,1165,249.39,2025-03-02
2428,1507,110.72,2025-01-03
2429,1263,30.53,2025-03-10
2430,2807,585.1,2025-01-18
2431,949,192.67,2025-01-18
2432,2212,330.68,2025-03-29
2433,778,309.7,2025-02-10
2434,802,1046.71,2025-01-15
2435,1858,110.61,2025-03-07
2436,798,95.77,2025-02-02
2437,1841,308.42,2025-03-24
2438,2672,164.6,2025-02-04
2439,2480,24.01,2025-03-11
2440,2405,73.64,2025-03-11
2441,2651,15.56,2025-03-02
2442,2012,122.58,2025-02-25
2443,1403,159.59,2025-03-17
2444,2333,259.71,2025-03-23
2445,2391,175.81,2025-02-23
2446,1915,1450.44,2025-03-18
2447,44,142.25,2025-03-31
2448,1069,98.18,2025-01-04
2449,148,45.04,2025-01-20
2450,1333,371.13,2025-02-22
2451,2178,164.64,2025-03-15
2452,2758,222.59,2025-01-16
2453,1963,1013.55,2025-03-31
2454,1262,518.45,2025-01-29
2455,1677,203.08,2025-03-06
2456,675,28.78,2025-03-27
2457,2541,351.6,2025-02-17
2458,2148,172.72,2025-03-27
2459,1269,177.88,2025-03-01
2460,431,58.55,2025-01-28
2461,1150,268.51,2025-02-26
2462,1913,445.22,2025-02-16
2463,2058,73.31,2025-03-27
2464,952,72.36,2025-03-08
2465,1513,50.64,2025-01-23
2466,2937,541.8,2025-03-06
2467,2891,105.14,2025-02-02
2468,2224,724.6,2025-01-24
2469,243,411.6,2025-03-02
2470,1466,80.72,2025-01-17
2471,2702,33.39,2025-01-14
2472,432,142.83,2025-01-16
2473,2815,14.91,2025-02-27
2474,2725,82.62,2025-03-03
2475,2698,299.54,2025-02-23
2476,574,889.02,2025-03-17
2477,2570,15.62,2025-03-14
2478,1852,174.62,2025-03-03
2479,252,10.97,2025-01-22
2480,596,147.12,2025-03-25
2481,2777,70.8,2025-03-31
2482,1689,264.53,2025-02-01
2483,215,263.15,2025-01-18
2484,2920,31.22,2025-03-13
2485,730,19.65,2025-02-03
2486,2666,919.46,2025-03-02
2487,1153,349.29,2025-01-08
2488,1575,156.96,2025-01-12
2489,2982,570.31,2025-02-19
2490,535,500.14,2025-03-01
2491,1298,253.53,2025-02-15
2492,2479,74.81,2025-02-20
2493,510,94.0,2025-02-23
2494,503,357.91,2025-01-18
2495,832,372.12,2025-03-07
2496,1682,344.13,2025-02-25
2497,391,22.82,2025-03-17
2498,1550,93.89,2025-03-02
2499,1191,355.96,2025-01-26
2500,2757,33.96,2025-02-02
2501,2335,94.88,2025-01-09
2502,2791,204.87,2025-01-24
2503,2356,107.72,2025-01-06
2504,1630,78.23,2025-02-11
2505,1775,394.56,2025-03-26
2506,1586,324.25,2025-03-09
2507,2166,196.08,2025-02-14
2508,2987,576.92,2025-02-01
2509,2716,268.73,2025-03-19
2510,2929,582.3,2025-01-19
2511,62,41.07,2025-03-17
2512,1076,336.15,2025-03-24
2513,928,63.92,2025-01-30
2514,2425,45.97,2025-01-29
2515,1360,85.88,2025-03-21
2516,795,31.89,2025-01-28
2517,43,472.98,2025-03-29
2518,2414,12.12,2025-01-08
2519,2660,283.68,2025-03-16
2520,2821,91.33,2025-01-13
2521,915,39.51,2025-02-16
2522,2902,223.2,2025-02-17
2523,827,168.68,2025-03-20
2524,858,59.85,2025-01-13
2525,1548,70.8,2025-01-11
2526,2869,210.41,2025-01-07
2527,139,247.43,2025-03-25
2528,1253,103.5,2025-02-22
2529,288,20.47,2025-01-12
2530,127,23.0,2025-02-05
2531,2465,168.19,2025-01-14
2532,2908,29.57,2025-01-30
2533,2554,477.36,2025-02-12
2534,2836,102.77,2025-02-27
2535,2863,336.35,2025-01-31
2536,2432,12.18,2025-01-13
2537,2277,369.11,2025-01-18
2538,2191,47.33,2025-02-09
2539,2372,23.04,2025-01-14
2540,450,33.8,2025-03-09
2541,1261,15.96,2025-02-03
2542,2564,468.68,2025-02-01
2543,594,195.76,2025-01-09
2544,1277,31.14,2025-02-20
2545,212,92.04,2025-01-22
2546,942,173.5,2025-02-07
2547,2808,139.43,2025-03-30
2548,2531,127.49,2025-03-13
